respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.7101319492601781,0.28986805073982175
26708,0.7101319492601781,0.28986805073982175
26709,0.7101319492601781,0.28986805073982175
26710,0.7101319492601781,0.28986805073982175
26711,0.7101319492601781,0.28986805073982175
26712,0.7101319492601781,0.28986805073982175
26713,0.7101319492601781,0.28986805073982175
26714,0.7101319492601781,0.28986805073982175
26715,0.7101319492601781,0.28986805073982175
26716,0.7101319492601781,0.28986805073982175
26717,0.7101319492601781,0.28986805073982175
26718,0.7101319492601781,0.28986805073982175
26719,0.7101319492601781,0.28986805073982175
26720,0.7101319492601781,0.28986805073982175
26721,0.7101319492601781,0.28986805073982175
26722,0.7101319492601781,0.28986805073982175
26723,0.7101319492601781,0.28986805073982175
26724,0.7101319492601781,0.28986805073982175
26725,0.7101319492601781,0.28986805073982175
26726,0.7101319492601781,0.28986805073982175
26727,0.7101319492601781,0.28986805073982175
26728,0.7101319492601781,0.28986805073982175
26729,0.7101319492601781,0.28986805073982175
26730,0.7101319492601781,0.28986805073982175
26731,0.7101319492601781,0.28986805073982175
26732,0.7101319492601781,0.28986805073982175
26733,0.7101319492601781,0.28986805073982175
26734,0.7101319492601781,0.28986805073982175
26735,0.7101319492601781,0.28986805073982175
26736,0.7101319492601781,0.28986805073982175
26737,0.7101319492601781,0.28986805073982175
26738,0.7101319492601781,0.28986805073982175
26739,0.7101319492601781,0.28986805073982175
26740,0.7101319492601781,0.28986805073982175
26741,0.7101319492601781,0.28986805073982175
26742,0.7101319492601781,0.28986805073982175
26743,0.7101319492601781,0.28986805073982175
26744,0.7101319492601781,0.28986805073982175
26745,0.7101319492601781,0.28986805073982175
26746,0.7101319492601781,0.28986805073982175
26747,0.7101319492601781,0.28986805073982175
26748,0.7101319492601781,0.28986805073982175
26749,0.7101319492601781,0.28986805073982175
26750,0.7101319492601781,0.28986805073982175
26751,0.7101319492601781,0.28986805073982175
26752,0.7101319492601781,0.28986805073982175
26753,0.7101319492601781,0.28986805073982175
26754,0.7101319492601781,0.28986805073982175
26755,0.7101319492601781,0.28986805073982175
26756,0.7101319492601781,0.28986805073982175
26757,0.7101319492601781,0.28986805073982175
26758,0.7101319492601781,0.28986805073982175
26759,0.7101319492601781,0.28986805073982175
26760,0.7101319492601781,0.28986805073982175
26761,0.7101319492601781,0.28986805073982175
26762,0.7101319492601781,0.28986805073982175
26763,0.7101319492601781,0.28986805073982175
26764,0.7101319492601781,0.28986805073982175
26765,0.7101319492601781,0.28986805073982175
26766,0.7101319492601781,0.28986805073982175
26767,0.7101319492601781,0.28986805073982175
26768,0.7101319492601781,0.28986805073982175
26769,0.7101319492601781,0.28986805073982175
26770,0.7101319492601781,0.28986805073982175
26771,0.7101319492601781,0.28986805073982175
26772,0.7101319492601781,0.28986805073982175
26773,0.7101319492601781,0.28986805073982175
26774,0.7101319492601781,0.28986805073982175
26775,0.7101319492601781,0.28986805073982175
26776,0.7101319492601781,0.28986805073982175
26777,0.7101319492601781,0.28986805073982175
26778,0.7101319492601781,0.28986805073982175
26779,0.7101319492601781,0.28986805073982175
26780,0.7101319492601781,0.28986805073982175
26781,0.7101319492601781,0.28986805073982175
26782,0.7101319492601781,0.28986805073982175
26783,0.7101319492601781,0.28986805073982175
26784,0.7101319492601781,0.28986805073982175
26785,0.7101319492601781,0.28986805073982175
26786,0.7101319492601781,0.28986805073982175
26787,0.7101319492601781,0.28986805073982175
26788,0.7101319492601781,0.28986805073982175
26789,0.7101319492601781,0.28986805073982175
26790,0.7101319492601781,0.28986805073982175
26791,0.7101319492601781,0.28986805073982175
26792,0.7101319492601781,0.28986805073982175
26793,0.7101319492601781,0.28986805073982175
26794,0.7101319492601781,0.28986805073982175
26795,0.7101319492601781,0.28986805073982175
26796,0.7101319492601781,0.28986805073982175
26797,0.7101319492601781,0.28986805073982175
26798,0.7101319492601781,0.28986805073982175
26799,0.7101319492601781,0.28986805073982175
26800,0.7101319492601781,0.28986805073982175
26801,0.7101319492601781,0.28986805073982175
26802,0.7101319492601781,0.28986805073982175
26803,0.7101319492601781,0.28986805073982175
26804,0.7101319492601781,0.28986805073982175
26805,0.7101319492601781,0.28986805073982175
26806,0.7101319492601781,0.28986805073982175
26807,0.7101319492601781,0.28986805073982175
26808,0.7101319492601781,0.28986805073982175
26809,0.7101319492601781,0.28986805073982175
26810,0.7101319492601781,0.28986805073982175
26811,0.7101319492601781,0.28986805073982175
26812,0.7101319492601781,0.28986805073982175
26813,0.7101319492601781,0.28986805073982175
26814,0.7101319492601781,0.28986805073982175
26815,0.7101319492601781,0.28986805073982175
26816,0.7101319492601781,0.28986805073982175
26817,0.7101319492601781,0.28986805073982175
26818,0.7101319492601781,0.28986805073982175
26819,0.7101319492601781,0.28986805073982175
26820,0.7101319492601781,0.28986805073982175
26821,0.7101319492601781,0.28986805073982175
26822,0.7101319492601781,0.28986805073982175
26823,0.7101319492601781,0.28986805073982175
26824,0.7101319492601781,0.28986805073982175
26825,0.7101319492601781,0.28986805073982175
26826,0.7101319492601781,0.28986805073982175
26827,0.7101319492601781,0.28986805073982175
26828,0.7101319492601781,0.28986805073982175
26829,0.7101319492601781,0.28986805073982175
26830,0.7101319492601781,0.28986805073982175
26831,0.7101319492601781,0.28986805073982175
26832,0.7101319492601781,0.28986805073982175
26833,0.7101319492601781,0.28986805073982175
26834,0.7101319492601781,0.28986805073982175
26835,0.7101319492601781,0.28986805073982175
26836,0.7101319492601781,0.28986805073982175
26837,0.7101319492601781,0.28986805073982175
26838,0.7101319492601781,0.28986805073982175
26839,0.7101319492601781,0.28986805073982175
26840,0.7101319492601781,0.28986805073982175
26841,0.7101319492601781,0.28986805073982175
26842,0.7101319492601781,0.28986805073982175
26843,0.7101319492601781,0.28986805073982175
26844,0.7101319492601781,0.28986805073982175
26845,0.7101319492601781,0.28986805073982175
26846,0.7101319492601781,0.28986805073982175
26847,0.7101319492601781,0.28986805073982175
26848,0.7101319492601781,0.28986805073982175
26849,0.7101319492601781,0.28986805073982175
26850,0.7101319492601781,0.28986805073982175
26851,0.7101319492601781,0.28986805073982175
26852,0.7101319492601781,0.28986805073982175
26853,0.7101319492601781,0.28986805073982175
26854,0.7101319492601781,0.28986805073982175
26855,0.7101319492601781,0.28986805073982175
26856,0.7101319492601781,0.28986805073982175
26857,0.7101319492601781,0.28986805073982175
26858,0.7101319492601781,0.28986805073982175
26859,0.7101319492601781,0.28986805073982175
26860,0.7101319492601781,0.28986805073982175
26861,0.7101319492601781,0.28986805073982175
26862,0.7101319492601781,0.28986805073982175
26863,0.7101319492601781,0.28986805073982175
26864,0.7101319492601781,0.28986805073982175
26865,0.7101319492601781,0.28986805073982175
26866,0.7101319492601781,0.28986805073982175
26867,0.7101319492601781,0.28986805073982175
26868,0.7101319492601781,0.28986805073982175
26869,0.7101319492601781,0.28986805073982175
26870,0.7101319492601781,0.28986805073982175
26871,0.7101319492601781,0.28986805073982175
26872,0.7101319492601781,0.28986805073982175
26873,0.7101319492601781,0.28986805073982175
26874,0.7101319492601781,0.28986805073982175
26875,0.7101319492601781,0.28986805073982175
26876,0.7101319492601781,0.28986805073982175
26877,0.7101319492601781,0.28986805073982175
26878,0.7101319492601781,0.28986805073982175
26879,0.7101319492601781,0.28986805073982175
26880,0.7101319492601781,0.28986805073982175
26881,0.7101319492601781,0.28986805073982175
26882,0.7101319492601781,0.28986805073982175
26883,0.7101319492601781,0.28986805073982175
26884,0.7101319492601781,0.28986805073982175
26885,0.7101319492601781,0.28986805073982175
26886,0.7101319492601781,0.28986805073982175
26887,0.7101319492601781,0.28986805073982175
26888,0.7101319492601781,0.28986805073982175
26889,0.7101319492601781,0.28986805073982175
26890,0.7101319492601781,0.28986805073982175
26891,0.7101319492601781,0.28986805073982175
26892,0.7101319492601781,0.28986805073982175
26893,0.7101319492601781,0.28986805073982175
26894,0.7101319492601781,0.28986805073982175
26895,0.7101319492601781,0.28986805073982175
26896,0.7101319492601781,0.28986805073982175
26897,0.7101319492601781,0.28986805073982175
26898,0.7101319492601781,0.28986805073982175
26899,0.7101319492601781,0.28986805073982175
26900,0.7101319492601781,0.28986805073982175
26901,0.7101319492601781,0.28986805073982175
26902,0.7101319492601781,0.28986805073982175
26903,0.7101319492601781,0.28986805073982175
26904,0.7101319492601781,0.28986805073982175
26905,0.7101319492601781,0.28986805073982175
26906,0.7101319492601781,0.28986805073982175
26907,0.7101319492601781,0.28986805073982175
26908,0.7101319492601781,0.28986805073982175
26909,0.7101319492601781,0.28986805073982175
26910,0.7101319492601781,0.28986805073982175
26911,0.7101319492601781,0.28986805073982175
26912,0.7101319492601781,0.28986805073982175
26913,0.7101319492601781,0.28986805073982175
26914,0.7101319492601781,0.28986805073982175
26915,0.7101319492601781,0.28986805073982175
26916,0.7101319492601781,0.28986805073982175
26917,0.7101319492601781,0.28986805073982175
